symbol,name,exchange,status,last_seen,listed_date,delisted_date,pending_since,sector,industry,market_cap,description,price,price_change_pct,last_trade_datetime,shares_outstanding,eps,pe_ratio,weeks52high,weeks52low,website,full_address,phone_number,email,employees,beta,price_to_book,return_on_equity,return_on_assets,currency,open_price,day_high,day_low,total_debt_to_equity,dividend_yield,dividend_amount,ex_dividend_date,dividend_frequency,sedar_party_number,sedar_party_name,tier,company_type,company_type_confidence,primary_commodity,primary_commodity_confidence,adjacent_category,reasoning,filing_type,filing_date,filing_doc_name,filing_url,filing_pdf_path,filing_text_chars,sw_symbol,sedar_only,mda_type,mda_date,mda_doc_name,mda_url,mda_pdf_path,mda_text_chars,mda_company_type,mda_primary_commodity,mda_reasoning,discrepancy,override_type,override_commodity,universe_added_date,universe_notes
ANDC,Andina Copper Corporation,TSXV,LISTED,2026-04-02,,,,Materials,Mining,214543756,"Andina Copper Corporation is a unique South America- focused copper explorer listed on the TSX Venture Exchange (TSXV:ANDC), Frankfurt (FSE: FIR), and OTC (OTCQB: PMMCF) exchanges. The Company holds two significant discoveries along the world's premier copper producing Andean porphyry belt in Argentina and Colombia, and a compelling undrilled copper-gold target in the prolific copper production district of the Coastal Cordillera of Chile.",0.8,2.564103,2026-04-02T23:46:46-04:00,268179694,,,1.12,0.12,https://www.andinacopper.com,"c/o 750 West Pender Street,Suite 1200, Vancouver, BC, CA",+1 604 347-8777,joseph@andinacopper.com,0,3.185362,,-20.39,-20.14,CAD,0.81,0.81,0.77,,,,,,000022973,Andina Copper Corporation / Andina Copper Corporation,1,Miner,95,Copper,90,,"Andina Copper Corporation is focused on the exploration and development of copper-gold projects in South America, specifically in Argentina, Colombia, and Chile. The filing details their ongoing drilling programs and mineralization results, which are characteristic of mining companies engaged in mineral exploration.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6076169.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ANDC_Andina_Copper_Corporation\2025-12-01_ANDC_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ANOR,AnorTech Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,13623191,"AnorTech is focused on advancing sustainable technologies derived from anorthosite. The Company holds a 100% interest in the Gronne Bjerg anorthosite project, located 80km from Nuuk, the capital of Greenland, on open tidewater and adjacent to high potential hydroelectric sites. AnorTech is advancing multiple product lines towards commercialization, including: Zero waste smelter grade alumina (SGA) E-Glass feedstock CO2 free refractory cement In February 2025, the Company filed a U.S. provisional",0.075,-6.25,2026-04-02T23:46:46-04:00,181642538,,,0.09,0.02,https://www.hudsonresourcesinc.com,"701 West Georgia Street,Suite 1500, Vancouver, BC, CA",+1 778 373-2164,info@hudsonresources.ca,0,2.265861,7.69,-42.2,-42.07,CAD,0.075,0.075,0.075,,,,,,000014892,AnorTech Inc. / AnorTech Inc.,1,Miner,95,Anorthosite,90,,"AnorTech Inc. is engaged in the acquisition, exploration, and development of mineral properties, specifically focusing on anorthosite and rare earth elements. The company has active exploration projects and is involved in the production of sustainable materials derived from its mineral assets, which aligns with the definition of a miner.",Interim MD&A,2026-03-02,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6137983.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ANOR_AnorTech_Inc\2026-03-02_ANOR_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ANTL,Antler Gold Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,4995702,"Antler Gold Inc. (TSXV: ANTL) is a Canadian listed mineral exploration company focused on the acquisition and exploration of mineral projects in Southern Africa. The Company continues to assess its current portfolio and new regional opportunities with the aim of building a risk diversified business model, which generates short and long-term income whilst providing stakeholders with exposure to upside generated from the discovery process.",0.055,-8.333333,2026-04-02T23:46:46-04:00,90830935,,,0.1,0.04,https://www.antlergold.com,"1969 Upper Water Street,Suite 2001, Halifax, NS, CA",+1 902 334-1670,,0,-1.674542,2.2,-26.62,-18.38,CAD,,,,,,,,,000038775,Antler Gold Inc. / Antler Gold Inc.,1,Miner,95,Gold,90,,"Antler Gold Inc. is primarily engaged in mineral exploration, specifically focusing on gold projects in Namibia and Zambia. The company's activities include identifying, acquiring, and advancing early-stage mineral exploration opportunities, which aligns with the definition of a miner.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6074779.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ANTL_Antler_Gold_Inc\2025-12-01_ANTL_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
AORO,Aloro Mining Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,865939,"Aloro Mining Corp is a Canada-based gold exploration company. It is engaged in the business of acquisition, exploration, and development of mineral resource properties. The company is focused on the development of its flagship project namely, Los Venados project located in the Mulatos Gold District.",0.015,-25,2026-04-02T23:46:46-04:00,57729263,,,0.035,0.01,https://www.aloromining.com,"#250 750 West Pender St., Vancouver, British Columbia, CA",+1 604 689-5722,info@aloromining.com,0,0.569519,-0.75,,-117.03,CAD,0.02,0.02,0.015,,,,,,000025741,Aloro Mining Corp. / Aloro Mining Corp.,1,Miner,95,Gold,90,,"Aloro Mining Corp. is engaged in the acquisition, exploration, and development of mineral resource properties, specifically the Los Venados Project, which is adjacent to producing gold mines. The company's activities and focus on mineral exploration clearly classify it as a miner, with a primary commodity focus on gold.",Interim MD&A,2025-11-18,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6059910.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\AORO_Aloro_Mining_Corp\2025-11-18_AORO_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
APGO,Apollo Silver Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,211030549,"Apollo is advancing the second largest undeveloped primary silver project in the U.S. The Calico Project hosts a large, bulk minable silver deposit with significant barite and zinc credits - recognized as critical minerals essential to the U.S. energy, industrial and medical sectors. The Company also holds an option on the Cinco de Mayo Project in Chihuahua, Mexico, which is host to a major carbonate replacement (CRD) deposit that is both high-grade and large tonnage. Led by an experienced and a",3.34,-4.297994,2026-04-02T23:46:46-04:00,63182799,,,7.1,1.225,https://www.apollosilver.com,"1030 West Georgia Street,Suite 710, Vancouver, BC, CA",+1 778 861-3354,info@apollosilver.com,4,3.83361,6.64,-40,-39.02,CAD,3.26,3.41,3.2,0.01,,,,,000020146,"Apollo Silver Corp. formerly, Apollo Gold and Silver Corp.",1,Miner,95,Silver,90,,"Apollo Silver Corp. is primarily engaged in the exploration and development of mineral properties, specifically focusing on silver and gold resources. The company's activities include advancing its Calico and Cinco de Mayo projects, which are centered around mineral resource estimation and exploration, clearly categorizing it as a miner.",Interim MD&A,2025-10-30,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6044030.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APGO_Apollo_Silver_Corp\2025-10-30_APGO_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
APMI,Apogee Minerals Ltd.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,1425451,"Apogee Minerals Ltd. is a mineral exploration company. Our goal is to build shareholder value through mineral project acquisitions and advancement, as well as new mineral discoveries.",0.065,,2026-04-02T23:46:46-04:00,21930001,,,0.14,0.04,https://www.apogeemineralsltd.com,"Suite 1030 ¿ 505 Burrard Street,Po Box 55, Vancouver, British Columbia, CA",+1 604 639-3856,,0,0.224356,3.4,-46.61,-39.52,CAD,,,,0.13,,,,,000047170,Apogee Minerals Ltd. / Apogee Minerals Ltd.,1,Miner,95,Gold,90,,"Apogee Minerals Ltd. is primarily engaged in the acquisition and exploration of mineral properties, specifically focusing on gold exploration in Saskatchewan. The company has described its activities related to mineral exploration and has no revenues from mineral production, which aligns with the classification of a junior exploration miner.",Interim MD&A,2026-03-13,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6147495.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APMI_Apogee_Minerals_Ltd\2026-03-13_APMI_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
APN,Altiplano Metals Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,6214665,"Altiplano Metals Inc. (APN: TSX-V) is a Canadian mineral development company focused on acquiring projects with significant potential for advancement from discovery through to production. Altiplano's goal is to grow into a mid-tier mining company through developing a portfolio of near-by production and cash flowing assets focusing on copper, gold and silver. Management has a substantial record of success in capitalizing on opportunity, overcoming challenges and building shareholder value.",0.035,,2026-04-02T23:46:46-04:00,177561844,,,0.07,0.03,http://www.apnmetals.com,"250 Southridge NW, 10545 - 45 Avenue NW,Suite 300, Edmonton, AB, CA",+1 780 437-6624,info@apnmetals.com,0,1.898832,4.6,,,CAD,,,,0.92,,,,,000030745,Altiplano Metals Inc. / Altiplano Metals Inc.,1,Miner,95,Copper,90,,"Altiplano Metals Inc. is engaged in the exploration and development of mineral projects, specifically focusing on copper, gold, and iron. The company is actively involved in mining operations and has reported on its mining activities, including extraction and processing of these metals, which aligns with the definition of a Miner.",Interim MD&A,2026-03-03,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6139166.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APN_Altiplano_Metals_Inc\2026-03-03_APN_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
APX,Apex Resources Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,4995833,"Apex is a Vancouver-based exploration company with a suite of precious and critical minerals projects and historic mines located in the United States and Canada. The Jersey-Emerald Property is wholly owned by Apex and encompasses the historic Jersey Lead-Zinc Mine - British Columbia's second largest historic zinc mine, and the Emerald Tungsten Mine - Canada's second largest historic tungsten mine, both located in southern British Columbia. The Lithium Creek Project is Apex's flagship project wit",0.06,9.090909,2026-04-02T23:46:46-04:00,83263874,,,0.11,0.05,https://www.apxresources.com,"625 Howe St.,Suite 615, Vancouver, British Columbia, CA",+1 604 628-0519,info@apxresources.com,12,-0.372691,1,-7.8,-6.64,CAD,0.06,0.06,0.06,0.04,,,,,000005824,Apex Resources Inc. / Apex Resources Inc.,1,Miner,95,"Tungsten, Lead, Zinc, Lithium, Gold",90,,"Apex Resources Inc. is classified as a Miner because it is primarily engaged in the exploration of mineral properties, including tungsten, lead, zinc, lithium, and gold. The company holds interests in multiple mining properties and is actively involved in exploration activities, which aligns with the definition of a mining company.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6075872.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\APX_Apex_Resources_Inc\2025-12-01_APX_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ARIC,Awale Resources Limited,TSXV,LISTED,2026-04-02,,,,Materials,Mining,95817758,"Awalé is a diligent and systematic mineral exploration company focused on discovering large high-grade gold and copper-gold deposits. Exploration activities are currently underway in the underexplored regions of Côte d'Ivoire, where the Company is exploring the Odienné Copper-Gold Project (' Odienné ' or the ' Project '), covering 2,346 km2 across seven permits-five granted and two applications. This includes 797 km2 in two permits held under the Awalé-Newmont Joint Venture ('OJV'). Awalé curren",0.9,-4.255319,2026-04-02T23:46:46-04:00,106464175,,,1.18,0.425,https://www.awaleresources.com,"8681 Clay Street, Mission, British Columbia, CA",+1 604 410-2277,,0,4.61772,3.94,-12.78,-11.75,CAD,0.94,0.94,0.85,,,,,,000038022,Awale Resources Limited / Awale Resources Limited,1,Miner,95,Gold,90,,"Awale Resources Limited is primarily engaged in the exploration and development of precious metals projects, specifically focusing on gold in Cote d'Ivoire. The filing details extensive drilling activities and mineral resource exploration, which aligns with the definition of a mining company.",Interim MD&A,2025-12-01,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6075592.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARIC_Awale_Resources_Limited\2025-12-01_ARIC_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ARK,Arras Minerals Corp.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,69580831,"Arras is a Canadian exploration and development company advancing a portfolio of copper and gold assets in northeastern Kazakhstan, including the Elemes copper-gold porphyry project where initial drill results in 2025 identified porphyry style mineralization across a 10 km line of strike. The Company has established one of the largest land packages in the country prospective for copper and gold. The Company's shares are listed on the TSX-V under the trading symbol ""ARK"" and on the OTCQB under th",0.57,3.636364,2026-04-02T23:46:46-04:00,122071632,,,1.07,0.53,https://www.arrasminerals.com,"777 Dunsmuir Street,Suite 1610, Vancouver, BC, CA",+1 604 687-5800,,6,2.687143,3.56,-106.38,-95.54,CAD,0.55,0.58,0.53,,,,,,000053495,Arras Minerals Corp. / Arras Minerals Corp.,1,Miner,95,"Copper, Gold",90,,"Arras Minerals Corp. is primarily engaged in the exploration and development of copper and gold assets, specifically in Kazakhstan. The company's activities include advancing mineral properties and conducting exploration programs, which aligns with the definition of a miner.",Interim MD&A,2025-09-25,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6022486.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARK_Arras_Minerals_Corp\2025-09-25_ARK_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ARL,Aurum Lake Mining Corporation,TSXV,LISTED,2026-04-02,,,,Finance,Diversified Financial Services,1608776,"Aurum Lake Mining Corp. (TSXV: ARL) is a Tier 2 mining issuer pursuant to the policies of the TSXV. Aurum's current business is the development and exploration of the Band-Ore property which covers approximately 2,115 hectares and comprises 16 patented mining claims, one mining claim lease, and 109 staked mining claims located in Hagey and Conacher Townships, Ontario. Aurum expects that it will continue to evaluate and acquire additional resource projects in other jurisdictions with low to moder",0.07,,2026-04-02T23:46:46-04:00,22982500,,,0.12,0.07,,"Coasstroad Services Limited, 6th Floor Athena Tower,71 Fort Street, P.O. Box 1569, Grand Cayman, CA",+1 647 530-1117,,0,-0.367451,0.51,-25.24,-54.55,CAD,,,,,,,,,000053985,Aurum Lake Mining Corporation / Aurum Lake Mining Corporation,2,Miner,95,Gold,90,,"Aurum Lake Mining Corporation is primarily engaged in mineral properties exploration and evaluation, specifically focusing on the Homathko Gold Project in British Columbia. The company has completed a Qualifying Transaction related to this gold project, indicating its active involvement in the mining sector.",Interim MD&A,2025-11-28,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6073445.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARL_Aurum_Lake_Mining_Corporation\2025-11-28_ARL_Interim_MD&A.pdf,15000,,,,,,,,,,,,,,,,
ARTG,Artemis Gold Inc.,TSXV,LISTED,2026-04-02,,,,Materials,Mining,8873245685,"Artemis Gold is a well-financed, growth-oriented gold and silver producer and development company with a strong financial capacity aimed at creating shareholder value through the identification, acquisition, and development of gold properties in mining-friendly jurisdictions. The Company's primary focus is the operation and further development of the Blackwater Mine in central British Columbia approximately 160km southwest of Prince George and 450 kilometres northeast of Vancouver. The first gol",38.29,-2.569975,2026-04-02T23:46:46-04:00,231737939,0.36,26.55,48.8,15.69,https://www.artemisgoldinc.com,"Ste. 3083 Three Bentall Centre,595 Burrard St. P.O. Box 49298, Vancouver, British Columbia, CA",+1 604 558-1107,info@artemisgoldinc.com,439,1.620529,9,43.57,16.72,CAD,36.53,38.89,36.11,0.59,,,,,000048074,Artemis Gold Inc. / Artemis Gold Inc.,1,Miner,95,Gold,90,,"Artemis Gold Inc. is focused on the development of the Blackwater Gold Mine, which involves mining activities as indicated by their filings discussing exploration, development, and production programs. The company is primarily engaged in the mining sector, specifically targeting gold, which is evident from their technical reports and financial statements.",AIF,2025-03-11,ANNUAL_INFORMATION_FORM_EN,https://www.stockwatch.com/News/Sedardoc/5857048.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARTG_Artemis_Gold_Inc\2025-03-11_ARTG_AIF.pdf,15000,,,Interim MD&A,2025-11-04,INTERIM_MDA_EN,https://www.stockwatch.com/News/Sedardoc/6047543.pdf,C:\Users\Admin\Mineral Media\Mineral Media Shared Library - Documents\13 - DS AI\2. SEDAR+\1. Canadian Master Sync\Universe Builder\Results\pdfs\ARTG_Artemis_Gold_Inc\2025-11-04_ARTG_Interim_MD&A.pdf,15000,Miner,Gold,"Artemis Gold Inc. is primarily focused on the operation and development of the Blackwater Gold Mine, which involves the extraction of gold. The filing text discusses gold production, cash costs, and all-in sustaining costs, indicating that the company's main activity is mining gold.",,,,,
